id,filename,hypo
0,audio_0.wav, 
1,audio_1.wav, 
2,audio_2.wav,потише жрё брак нагремлит
3,audio_3.wav, 
4,audio_4.wav,быстро за мной
5,audio_5.wav,ты где сентябрь уроки прогуливал вообще
6,audio_6.wav,ну мам ну пфф областная клиническая больница где ты взял такую печать
7,audio_7.wav,я в top тридцать целых ноль десятых по battle teams две целых ноль десятых
8,audio_8.wav,у меня реакция сто сорок целых ноль десятых миллисекунд
9,audio_9.wav,значит так глеб с завтрощного дня берёшь ся за луну и навёрствуешь всё что пропустил и никакого тебе computera
10,audio_10.wav,пока не закончишь четверть без трое
11,audio_11.wav,отлично выглядишь джеремисия поздравляю
12,audio_12.wav,ммм
13,audio_13.wav, 
14,audio_14.wav, 
15,audio_15.wav, 
16,audio_16.wav, 
17,audio_17.wav,нужно както подмаслить чтобы они почувствовали себя важными они короче теперь курируют проект
18,audio_18.wav,алиса
19,audio_19.wav,еще один
20,audio_20.wav, 
21,audio_21.wav,я всех рад вас видеть в этом замечательном месте
22,audio_22.wav,чё встал ещё неси
23,audio_23.wav, 
24,audio_24.wav, 
25,audio_25.wav,всем салам это карпатыч сорян за опоздание
26,audio_26.wav,ноль целых ноль десятых
27,audio_27.wav, 
28,audio_28.wav,алло ты тут э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э
29,audio_29.wav,да конечно п пацаны мне лишь бы возможность я вывезу вывезу окей тогда на связи сообщу чукак это до свидания
30,audio_30.wav, 
31,audio_31.wav,наши места не заняты
32,audio_32.wav,как вас еще не очислили из нашей «шараги» это что надо такого сделать
33,audio_33.wav,сорок семь целых ноль десятых основан колледж а колледж колледж сорок семь целых ноль десятых основан хрен знает в каком году
34,audio_34.wav,таиланд давайте посмотрим как у нас проходит обычная пара
35,audio_35.wav,не будем мешать занятию
36,audio_36.wav,в конце семестра каждый будет обязан скачать распечатать рефера из минусов в мужском толчке нет дверей
37,audio_37.wav, 
38,audio_38.wav,так что ждём вас в следующем году не мешайте работать
39,audio_39.wav, 
40,audio_40.wav,а есть цветной принтер
41,audio_41.wav,не просто развивать но и поощрять интерес к точным наукам и мы сделаем все чтобы наши ребята
42,audio_42.wav,в сфере i t технологий были впереди планеты всей ну я и моя команда для этого делает все
43,audio_43.wav,как говорится не спим работаем не покладая рук
44,audio_44.wav,а у вас в буклете указано что в конкурse будет целых семь целых ноль десятых этапов а почему так много
45,audio_45.wav,ну а почему бы нет
46,audio_46.wav,потому что их четыре целых ноль десятых вам даже в буклет было лень заглянуть да
47,audio_47.wav,очевидно девушке сегодня плохое настроение очевидно встала не с той ноги
48,audio_48.wav,это возможно лучший «нервный срыв года» еще и «от лица компании» теперь все наши контракты с министерством под вопросом алиса
49,audio_49.wav,но они такие приехали вали да кто тебе сказал вали дура я тебе вообще место зама готовил
50,audio_50.wav,не может быть
51,audio_51.wav,ну может сми это не интересно
52,audio_52.wav, 
53,audio_53.wav, 
54,audio_54.wav, 
55,audio_55.wav, 
56,audio_56.wav, 
57,audio_57.wav, 
58,audio_58.wav, 
59,audio_59.wav, 
60,audio_60.wav, 
61,audio_61.wav, 
62,audio_62.wav, 
63,audio_63.wav, 
64,audio_64.wav,какое мы современные девушки
65,audio_65.wav, 
66,audio_66.wav, 
67,audio_67.wav,белая силена наш мир он многогранный
68,audio_68.wav, 
69,audio_69.wav, 
70,audio_70.wav, 
71,audio_71.wav, 
72,audio_72.wav, 
73,audio_73.wav, 
74,audio_74.wav, 
75,audio_75.wav, 
76,audio_76.wav, 
77,audio_77.wav, 
78,audio_78.wav, 
79,audio_79.wav, 
80,audio_80.wav, 
81,audio_81.wav, 
82,audio_82.wav, 
83,audio_83.wav, 
84,audio_84.wav,встречайте участниц национального конкурса мисс россия две тысячи двадцать три
85,audio_85.wav, 
86,audio_86.wav,дудина елизавета двадцать лет тольятти
87,audio_87.wav, 
88,audio_88.wav,морозова екатерина двадцать две целых ноль десятых года казань
89,audio_89.wav, 
90,audio_90.wav, 
91,audio_91.wav, 
92,audio_92.wav, 
93,audio_93.wav, 
94,audio_94.wav,ефремова елизавета девятнадцать лет тюремская область
95,audio_95.wav, 
96,audio_96.wav,олексина елизавета двадцать две целых ноль десятых года биробиджан
97,audio_97.wav,алиева мариана двадцать два года республика дагестан
98,audio_98.wav, 
99,audio_99.wav, 
100,audio_100.wav, 
101,audio_101.wav,захарченко ксения двадцать две целых ноль десятых года краснодарский край
102,audio_102.wav, 
103,audio_103.wav, 
104,audio_104.wav,сашкевич александра восемнадцать лет тю мейн
105,audio_105.wav, 
106,audio_106.wav,антоново «anastasia» двадцать три года «republica marielle»
107,audio_107.wav,в
108,audio_108.wav,здравствуйте ну что
109,audio_109.wav,да готов что надо делать давайте
110,audio_110.wav,говорите свой вопрос в общем меня девушка и вижу вижу
111,audio_111.wav,ох огненная девка а ну давайте посмотрим что там за принцесса у моего принца кто она кто
112,audio_112.wav,ее зовут екатерина но это шикарная красивая изобильная ресурсная женщина
113,audio_113.wav,а есть мне кто будет готовить просто сейчас все вокруг такие ресурсные а иногда просто хочется
114,audio_114.wav,фильмешек бахнуть
115,audio_115.wav,ох ярослав но женщина императрица понимаешь она для любви а не для обеда да
116,audio_116.wav,ну это яндекс еда
117,audio_117.wav,ну я так думала что это «яндекседа» ну конечно доставайте телефончик прямо сейчас надо скачивать ведь в «яндекседе» есть все о чем только можно мечтать
118,audio_118.wav,это источные хинкали и горячая пицца ароматный плов и в
119,audio_119.wav,вкусные бургеры там абсолютно все вкусы мира они вам и завтрак и обед и ужин привезут по расписанию
120,audio_120.wav,а это что за знак что значит «фиолетовая молния повышенного спроса»
121,audio_121.wav,мой хороший здесь тебе подскажут не карты а просто вот мой жизненный опыт я делюсь магическим советом слушай чем ближе ресторан
122,audio_122.wav,тем дешевле будет доставка понимаешь да а если заказать самовывоз экономия еще больше ну это за замечательно
123,audio_123.wav, 
124,audio_124.wav,ты такой глубокий иерофант но вы вообще ну не можете быть вместе и башня это разрушение ну нет ну тебе нужно какаято женщина на таких более тонких материях
125,audio_125.wav,а вы после работы что делаете
126,audio_126.wav, 
127,audio_127.wav, 
128,audio_128.wav,какой будет сегодня мотор предсказания на мотор поехали
129,audio_129.wav,слушайте но будет мотор один из сильных потому что все знают какой мы знак сегодня рассматриваем
130,audio_130.wav,но это классно почему
131,audio_131.wav,в том числе ну то есть очень много как бы есть мифов связанных с этим знаком и какихто страхов вообще тайн
132,audio_132.wav,интересно уже понять подтвердится опровергнется да я помню «царь скорпионов» «скала джонс»
133,audio_133.wav,шоу в котором ведущие разбирают натальную карту гостя олеся в это очень сильно верит а дима очень сильно сомневается кто из них прав
134,audio_134.wav,решит гость отдав свой волшебный шар одной из сторон
135,audio_135.wav,uh скорпион
136,audio_136.wav,сто а
137,audio_137.wav,блин я короче полукровка ну
138,audio_138.wav,типа да вот это моя любимая киновселенная смотри я э э типа и верю и не верю одновременно
139,audio_139.wav,у меня до вас был психоаналитик
140,audio_140.wav,ну что сейчас мы будем иря делать начальный расклад
141,audio_141.wav,ты договорились
142,audio_142.wav,комментарий кто хвалебный а я вот кстати хочу сказать что у нас
143,audio_143.wav,очень добрая аудитория да да дай вам бог пожалуйста люди доб не хоть здесь не засрите меня по ну ну рыба ну что делать
144,audio_144.wav,ну живу с этим это
145,audio_145.wav,так смотри вопервых никогда мы на мужчину не кричим даже на картах да спасибо да
146,audio_146.wav,всем привет это шестнадцать целых ноль десятых выпуск show кстати со замматом харламовым
147,audio_147.wav,я вот жене tesla купил
148,audio_148.wav,как мой мотоцикл тоже и мы сейчас ищем крестных для наших детей
149,audio_149.wav,дотянули
150,audio_150.wav,просто э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э э
151,audio_151.wav,педаль газа до конца
152,audio_152.wav,не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо не надо
153,audio_153.wav,такие перегрузы от которых этот
154,audio_154.wav,но вообще я тебе скажу что это конечно лицемер чистой воды просто
155,audio_155.wav,он тут меня распинал он распинался а как мне помочь российскому автопробу что
156,audio_156.wav,живого места не оставила на своей репутации блядь наша сборная с кем она сказала с кений с кений два два сыграла
157,audio_157.wav,с камеруном одна целая ноль десятых ноль целых ноль десятых я просто не очень разбираюсь это круто
158,audio_158.wav,но футбол не знаю кстати там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там там
159,audio_159.wav,бесшумный убийца назвали словом assassin assassin
160,audio_160.wav,ладно все из позитивного что произошло
161,audio_161.wav,ну фиг вас знает
162,audio_162.wav,ну как бы там мы не не чем рассказывать и вот сейчас рассказывать не может
163,audio_163.wav,а слушайте вот новый
164,audio_164.wav,аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
165,audio_165.wav,вопервых хочется поздравить от всей души да смешарики с днём рождения лосяш не закругляйтесь
166,audio_166.wav,чтобы из наших детей не выросли такие ребята как денис дорохов который предлагает подрисовать
167,audio_167.wav,ну и вырастут такие uh умные парни как леша щербаков мы начинаем
168,audio_168.wav, 
169,audio_169.wav, 
170,audio_170.wav,друзья я позвал к нам сюда
171,audio_171.wav,понастоящему большого гостя он старше тебя азамат так да
172,audio_172.wav,он старше меня таких немного людей но старше тебя денис
173,audio_173.wav, 
174,audio_174.wav,наконец ты на меня бульдога на на натравили
175,audio_175.wav,это не название города это имя да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да да
176,audio_176.wav,я говорил тебе я говорил
177,audio_177.wav,а кто это
178,audio_178.wav, 
179,audio_179.wav,значит денис смотри если что вы мне напомните денис денис запомни самое главное самое главное запомни что для тебя
180,audio_180.wav,трижды лауреат премии ника так немой обращайся понял
181,audio_181.wav,история ничему не учит но наказывает за незнание её уроков
182,audio_182.wav,эта фраза принадлежит василию ключевскому известному историку профессору московского университета история не только помогает анализировать
183,audio_183.wav,процессы которые происходят сегодня но в какомто смысле предугадывать будущее зная историю
184,audio_184.wav,можно хотя бы попытаться не повторять ошибок прошлого опираясь на эти тезисы мы запускаем новый проект «история россии»
185,audio_185.wav,героем нашего первого выпуска станет александр невский полководец который не потерпел ни одного поражения
186,audio_186.wav,политик который определил курс российского государства
187,audio_187.wav,на несколько столетий вперёд
188,audio_188.wav,для начала давайте поговорим о том какой беларусь в тринадцатом веке
189,audio_189.wav,как вы можете видеть мы находимся в древнем городе вот так выглядели практически все крупные поселения на тот момент
190,audio_190.wav,никаких бизнесцентров вместо них оборонительные башни нет велодорожек никаких кофеин
191,audio_191.wav,и ресторанов только «репа» главный экономический торговый центр руси на тот момент
192,audio_192.wav,она занимает огромную территорию от северного ледовитого океана до верховьев волги
193,audio_193.wav,управляет новгородом князь но в действительности вся власть сосредоточена в руках вечи ибоя
194,audio_194.wav,именно они выбирают князя они же могут его «изгнать»
195,audio_195.wav,помимо всего прочего русь тринадцатого века раздроблена на множество княжеств которые все время враждуют между собой за сферы влияния
196,audio_196.wav,и вот в такой обстановке в одна тысяча двести двадцать одна целая ноль десятых году на свет появляется александр невский
197,audio_197.wav,с малых лет на александра сваливается груз ответственности
198,audio_198.wav,ему еще предстоит удержать власть в своих руках если выживет конечно александр начинает править в новгороде в шестнадцать целых ноль десятых лет
199,audio_199.wav,и почти сразу сталкивается с первой серьёзной опасностью княжеству грозит нападение шведов
200,audio_200.wav,насильно обратить новгородцев в католичество для этого рыцари сопровождают католические епископы
201,audio_201.wav,в июле тысяча двести сорокового шведское войско высаживается в
202,audio_202.wav,устье реки невы в районе ижоры
203,audio_203.wav,александр решает выступить немедленно и ударить пока шведы не ожидают нападения
204,audio_204.wav,но у биргера пять тысяч воинов
205,audio_205.wav,александр созывает народное ополчение и вскоре собирает под свои знамена полторы
206,audio_206.wav,тысячи человек шведов все еще больше но проблема даже не в этом биргер опытный закаленный в боях воин
207,audio_207.wav,у себя на родине он не менее известен чем александр невский в россии именно биргер основал «stockholm»
208,audio_208.wav,и сегодня самая длинная улица шведской столицы названа в его часть александр хоть и участвовал в сражениях но еще никогда
209,audio_209.wav,да не вел войска на битвы для него предстоящий бой – это еще и личный вызов
210,audio_210.wav,пятнадцать целых ноль десятыхго июля войско «новгородцев» нападает на «шведов» сразу с трех направлений
211,audio_211.wav,боярин гаврила олексич верхом на коне прямо по сходням въезжает на борт шведской ладьи и начинает
212,audio_212.wav,он выбирается на берег и продолжает бой один из русских воинов пробирается в шатерну
213,audio_213.wav,биргера и подрубает опоры роскошный шатер один из символов власти ярла
214,audio_214.wav,падает на земле его втаптывают в грязь сражение продолжается весь день
215,audio_215.wav,и к вечеру биргер окончательно понимает что проиграл
216,audio_216.wav,после этой «победы» князь александр получает
217,audio_217.wav,прозвища «невский» помимо «шведов» у «руси» есть еще один противник
218,audio_218.wav,ливонский орден
